id,product_id,ingredients,nutritional_info,usage_instructions,warnings,allergens,usage_tips,medical_disclaimer,legal_regulation,created_at,updated_at,product_slug
363,3744,"Harina integral de avena (gluten), aromas, colorante: rojo de remolacha y edulcorante: sucralosa.","Información nutricional (por 100 g): Valor energético: 365 kcal. Grasas: 5,9 g, de las cuales saturadas: 1,2 g. Hidratos de carbono: 62 g, de los cuales azúcares: 1,1 g. Proteínas: 11 g. Fibra: 9,4 g. Sal: 0 g.","Mezclar 100 g con agua, leche o zumo de frutas (cantidad según preferencia). Tomar de 1 a 3 veces al día o tal y como sea necesario.",,"Puede contener trazas de leche, soja, huevos, pescado, sulfitos, apio y gluten.",,,,2026-07-24 19:03:05.485203+00,2026-07-27 17:19:48.413711+00,instant-oats-premium-strawberry-cheescake-1-6-kg
364,3748,"Harina pregelatinizada de arroz (87,9%), cacaos desgrasados alcalinizados en polvo, aromas y edulcorante: sucralosa.","Información nutricional (por 100 g): Valor energético: 352 kcal. Grasas: 1,5 g, de las cuales saturadas: 0,9 g. Hidratos de carbono: 74 g, de los cuales azúcares: 0,8 g. Proteínas: 8,8 g. Fibra: 3,1 g. Sal: 0,13 g.","Disolver 50 g en 250 ml de agua o leche (se puede añadir más líquido, según la textura deseada). Agitar constantemente o utilizar batidora.",Producto para uso en adultos.,Puede contener trazas de leche y soja.,,,,2026-07-24 19:16:33.435268+00,2026-07-27 16:36:36.866065+00,tasty-rice-chocolate-dubai-1-kg
366,3750,"Harina pregelatinizada de arroz (98,42%), aroma y edulcorante: sucralosa.","Información nutricional (por 100 g): Valor energético: 359 kcal. Grasas: 0,5 g, de las cuales saturadas: 0,3 g. Hidratos de carbono: 81 g, de los cuales azúcares: 0,6 g. Proteínas: 7,5 g. Fibra: 0,5 g. Sal: 0 g.","Disolver 50 g en 250 ml de agua o leche (se puede añadir más líquido, según la textura deseada). Agitar constantemente o utilizar batidora.",Producto para uso en adultos,Aunque este producto no contiene leche y soja se fabrica en una instalación que procesa ingredientes que sí los contienen.,,,,2026-07-27 16:39:15.767812+00,2026-07-27 17:09:18.669477+00,tasty-rice-white-chocolate-1-kg
368,3752,"Información nutricional (por 100 g): Valor energético: 353 kcal. Grasas: 1,5 g, de las cuales saturadas: 0,9 g. Hidratos de carbono: 75 g, de los cuales azúcares: 0,8 g. Proteínas: 8,7 g. Fibra: 1,5 g. Sal: 0,07 g.","Harina pregelatinizada de arroz (90,22%), cacaos desgrasados alcalinizados en polvo, aromas y edulcorante: sucralosa.","Disolver 50 g en 250 ml de agua o leche (se puede añadir más líquido, según la textura deseada). Agitar constantemente o utilizar batidora.",Producto para uso en adultos.,Aunque este producto no contiene leche y soja se fabrica en una instalación que procesa ingredientes que sí los contienen.,,,,2026-07-27 16:43:03.389276+00,2026-07-27 16:43:03.389276+00,tasty-rice-procao-1-kg
371,3751,"Harina pregelatinizada de arroz (91,8%), aromas, cacao desgrasado alcalinizado en polvo y edulcorante: sucralosa.","Información nutricional (por 100 g): Valor energético: 363 kcal. Grasas: 1,4 g, de las cuales saturadas: 0,5 g. Hidratos de carbono: 78 g, de los cuales azúcares: 0,8 g. Proteínas: 8,1 g. Fibra: 2,5 g. Sal: 0 g.",,,"Puede contener trazas de leche, soja y pescado.",,,,2026-07-27 16:48:32.348894+00,2026-07-27 16:48:32.348894+00,tasty-rice-choco-good-cookies-1-kg
375,3747,"Harina integral de avena (gluten), pepitas de chocolate (2%) [azúcar, pasta de cacao, manteca de cacao, cacao desgrasado en polvo, agente de recubrimiento (E-553b), emulgente (E-322) y aroma], aroma y edulcorante: sucralosa.","Información nutricional (por 100 g): Valor energético: 369 kcal. Grasas: 6,3 g, de las cuales saturadas: 1,5 g. Hidratos de carbono: 62 g, de los cuales azúcares: 2,1 g. Proteínas: 11 g. Fibra: 9,5 g. Sal: 0 g.","Mezclar 100 g con 250 ml de agua, leche o zumo de frutas.",,"Aunque este producto no contiene gluten, leche, pescado, sulfitos, apio y soja, se fabrica en una instalación que procesa ingredientes que sí los contienen.",,,,2026-07-27 17:02:20.562531+00,2026-08-10 19:20:37.603523+00,instant-oats-cookies-choco-chips-1-6-kg
376,771,Harina pregelatinizada de arroz.,"Información nutricional (por 100 g): Valor energético: 371 kcal. Grasas: 0,8 g, de las cuales saturadas: 0,2 g. Hidratos de carbono: 83 g, de los cuales azúcares: 0,5 g. Proteínas: 7,5 g. Fibra: 1 g. Sal: 0 g.","Disolver 50 g en 250 ml de agua o leche (se puede añadir más líquido, según la textura deseada). Agitar constantemente o utilizar batidora.",,"Puede contener trazas de leche, soja, pescado, sulfitos, apio y gluten.",,,,2026-07-27 17:05:43.838953+00,2026-07-27 17:05:43.838953+00,tasty-rice-sin-sabor-1-kg
378,3749,"Harina pregelatinizada de arroz (95,1%), cacao desgrasado alcalinizado en polvo, aromas y edulcorante: sucralosa.","Información nutricional (por 100 g): Valor energético: 367 kcal. Grasas: 1,2 g, de las cuales saturadas: 0,4 g. Hidratos de carbono: 80 g, de los cuales azúcares: 1,0 g. Proteínas: 7,9 g. Fibra: 1,1 g. Sal: 0 g.","Disolver 50 g en 250 ml de agua o leche (se puede añadir más líquido, según la textura deseada). Agitar constantemente o utilizar batidora.",,Aunque este producto no contiene leche y soja se fabrica en una instalación que procesa ingredientes que sí los contienen.,,,,2026-07-27 17:09:06.363879+00,2026-07-27 17:09:06.363879+00,tasty-rice-choco-peanut-1-kg
380,3745,"Harina de integral avena (GLUTEN), aroma y edulcorante: sucralosa.","Información nutricional (por 100 g): Valor energético: 380 kcal. Grasas: 7,8 g, de las cuales saturadas: 1,4 g. Hidratos de carbono: 59 g, de los cuales azúcares: 1,9 g. Proteínas: 14 g. Fibra: 9,3 g. Sal: 0 g.","Mezclar 100 g con 250 ml de agua, leche o zumo de frutas.",Producto para adultos,"Aunque este producto no contiene leche, pescado y soja, se fabrica en una instalación que procesa ingredientes que sí los contienen.",,,,2026-07-27 17:13:57.710122+00,2026-07-27 17:13:57.710122+00,instant-oats-premium-chocolate-blanco-1-6-kg
382,3746,"Harina integral de avena (GLUTEN), aroma y edulcorante: sucralosa.","Información nutricional (por 100 g): Valor energético: 380 kcal. Grasas: 7,7 g, de las cuales saturadas: 1,4 g. Hidratos de carbono: 60 g, de los cuales azúcares: 1,8 g. Proteínas: 14 g. Fibra: 9,1 g. Sal: 0 g.","Mezclar 100 g con 250 ml de agua, leche o zumo de frutas.",Producto para adultos,"Aunque este producto no contiene leche y soja, se fabrica en una instalación que procesa ingredientes que sí los contienen.",,,,2026-07-27 17:16:14.930263+00,2026-07-27 17:16:14.930263+00,instant-oats-croissant-1-6-kg
384,760,Harina integral de avena (gluten).,"Información nutricional (por 100 g): Valor energético: 367 kcal. Grasas: 6 g, de las cuales saturadas: 1,2 g. Hidratos de carbono: 62 g, de los cuales azúcares: 1,0 g. Proteínas: 12 g. Fibra: 9,6 g. Sal: 0 g.","Mezclar 100 g con 250 ml de agua, leche o zumo de frutas.",,"Puede contener trazas de leche, soja, huevos, pescado, sulfitos, apio y gluten.",,,,2026-07-27 17:19:37.552641+00,2026-07-27 17:19:37.552641+00,instant-oats-premium-sin-sabor-1-6-kg
386,755,"Harina integral de avena (gluten), galleta Lotus Biscoff (2,6%) [harina de trigo (gluten), azúcar, aceites vegetales (palma*, colza), jarabe de azúcar moreno, gasificante: bicarbonato sódico, sal y canela], cacao desgrasado alcalinizado en polvo, aroma y edulcorante: sucralosa. *Aceite de palma de plantaciones sostenibles y certificadas.","Información nutricional (por 100 g): Valor energético: 371 kcal. Grasas: 7,4 g, de las cuales saturadas: 1,6 g. Hidratos de carbono: 59 g, de los cuales azúcares: 2,1 g. Proteínas: 12 g. Fibra: 9,6 g. Sal: 0,03 g.","Mezclar 100 g con 250 ml de agua, leche o zumo de frutas.",Producto para adultos,Contiene gluten. Puede contener trazas de leche y soja,,,,2026-07-27 17:22:14.272292+00,2026-07-27 17:22:14.272292+00,instant-oats-choco-monky-1-6-kg
388,3223,"Maltodextrina, harina de arroz pregelatinizada, almidón de maíz ceroso nativo (Waxy maize), Concentrado de proteína de suero de LECHE, aislado de proteína de SOJA, aroma, creatina monohidrato, L-glutamina, L-arginina, edulcorante: sucralosa y complejo multivitaminico [ácido L-ascórbico (vitamina C), maltodextrina, acetato de DL-alfa-tocoferilo (vitamina E), nicotinamida (niacina), acetato de retinilo (vitamina A), D-pantotenato cálcico (ácido pantoténico), colecalciferol (vitamina D), clorhidrato de piridoxina (vitamina B6), riboflavina (vitamina B2), mononitrato de tiamina (tiamina), fitomenadiona (vitamina K), cianocobalamina (vitamina B12), ácido pteroilmonoglutámico (ácido fólico) y D-biotina (biotina)].","Información nutricional (por 100 g): Valor energético: 372 kcal. Grasas: 0,8 g, de las cuales saturadas: 0,4 g. Hidratos de carbono: 79 g, de los cuales azúcares: 4,4 g. Proteínas: 12 g. Fibra: 0,3 g. Sal: 0,06 g.

Vitaminas (por 100 g): Vitamina A: 400 µg. Vitamina D: 2,5 µg. Vitamina E: 6 mg. Vitamina K: 12,5 µg. Vitamina C: 40 mg. Tiamina (Vitamina B1): 0,6 mg. Riboflavina (Vitamina B2): 0,7 mg. Niacina (Vitamina B3): 8 mg. Vitamina B6: 0,7 mg. Vitamina B12: 1,3 µg. Biotina: 25 µg. Ácido fólico: 100 µg. Ácido pantoténico: 3 mg.

Otros principios activos (por 100 g): Creatina monohidrato: 1,5 g. L-Glutamina: 0,5 g. L-Arginina: 0,5 g.

Perfil de aminoácidos (por 100 g): L-Alanina: 0,54 g. Ácido L-Aspártico: 1,31 g. L-Cisteína: 0,30 g. Ácido L-Glutámico: 2,59 g. Glicina: 0,32 g. L-Prolina: 0,64 g. L-Serina: 0,61 g. L-Tirosina: 0,38 g. L-Leucina: 1,12 g. L-Isoleucina: 0,60 g. L-Valina: 0,61 g. L-Lisina: 0,92 g. L-Metionina: 0,21 g. L-Treonina: 0,66 g. L-Fenilalanina: 0,43 g. L-Triptófano: 0,20 g. L-Histidina: 0,28 g. L-Arginina: 1,06 g.","Disolver 100 g (2 cazos) en agua o leche desnatada (400 ml – 450 ml). Tomar 1-2 veces al día, preferiblemente en la comida y después del entrenamiento.",Producto para uso en adultos. Mantener fuera del alcance de los niños más pequeños.,Contiene leche y soja.,,,,2026-07-27 17:25:52.038077+00,2026-07-27 17:25:52.038077+00,mass-gainer-speculoos-cream-3-kg
390,3754,"Maltodextrina, harina de arroz pregelatinizada, almidón de maíz ceroso nativo (Waxy maize), Concentrado de proteína de suero de LECHE, aislado de proteína de SOJA, cacao alcalinizado desgrasado en polvo, aromas, creatina monohidrato, L-glutamina, L-arginina, edulcorante: sucralosa y complejo multivitamínico [ácido L-ascórbico (vitamina C), maltodextrina, acetato de DL-alfa-tocoferilo (vitamina E), nicotinamida (niacina), acetato de retinilo (vitamina A), D-pantotenato cálcico (ácido pantoténico), colecalciferol (vitamina D), clorhidrato de piridoxina (vitamina B6), riboflavina (vitamina B2), mononitrato de tiamina (tiamina), fitomenadiona (vitamina K), cianocobalamina (vitamina B12), ácido pteroilmonoglutámico (ácido fólico) y D-biotina (biotina)].","Información nutricional (por 100 g): Valor energético: 366 kcal. Grasas: 1,4 g, de las cuales saturadas: 0,7 g. Hidratos de carbono: 75 g, de los cuales azúcares: 4,2 g. Proteínas: 13 g. Fibra: 1,8 g. Sal: 0,05 g.

Vitaminas (por 100 g): Vitamina A: 400 µg. Vitamina D: 2,5 µg. Vitamina E: 6 mg. Vitamina K: 12,5 µg. Vitamina C: 40 mg. Tiamina (Vitamina B1): 0,6 mg. Riboflavina (Vitamina B2): 0,7 mg. Niacina (Vitamina B3): 8 mg. Vitamina B6: 0,7 mg. Vitamina B12: 1,3 µg. Biotina: 25 µg. Ácido fólico: 100 µg. Ácido pantoténico: 3 mg.

Otros principios activos (por 100 g): Creatina monohidrato: 1,5 g. L-Glutamina: 0,5 g. L-Arginina: 0,5 g.

Perfil de aminoácidos (por 100 g): L-Alanina: 0,46 g. Ácido L-Aspártico: 1,14 g. L-Cisteína: 0,26 g. Ácido L-Glutámico: 2,33 g. Glicina: 0,29 g. L-Prolina: 0,56 g. L-Serina: 0,51 g. L-Tirosina: 0,33 g. L-Leucina: 0,97 g. L-Isoleucina: 0,51 g. L-Valina: 0,53 g. L-Lisina: 0,78 g. L-Metionina: 0,18 g. L-Treonina: 0,51 g. L-Fenilalanina: 0,38 g. L-Triptófano: 0,17 g. L-Histidina: 0,25 g. L-Arginina: 1,01 g.","Disolver 100 g (2 cazos) en agua o leche desnatada (400 ml – 450 ml). Tomar 1-2 veces al día, preferiblemente en la comida y después del entrenamiento.",Producto para uso en adultos. Mantener fuera del alcance de los niños más pequeños.,Contiene leche y soja.,,,,2026-07-27 17:28:26.985135+00,2026-07-27 17:28:26.985135+00,mass-gainer-chocomonky-3-kg
392,3740,"Creatina monohidrato, corrector de acidez: ácido cítrico, aroma, edulcorante: sucralosa y colorante: rojo de remolacha.","Otros principios activos (por servicio de 3 g): Creatina monohidrato: 2,56 g.","Días de entrenamiento: La dosis recomendada básica son 3 gramos (1 cazo) disueltos en 250 ml de agua, antes del entrenamiento. Días de NO entrenamiento: Se puede descansar o continuar con la misma dosis.","Producto para uso en adultos. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y un estilo de vida saludable. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños.","Aunque este producto no contiene leche y soja, se fabrica en una instalación que procesa ingredientes que sí los contienen.",,,,2026-07-27 17:32:25.627033+00,2026-07-28 11:46:28.211157+00,creatina-monohidratada-lollipop-500-g
393,3739,"Creatina monohidrato Creapure®, corrector de acidez: ácido cítrico, aroma, edulcorante: sucralosa y colorante: rojo de remolacha.","Otros principios activos (por servicio de 3 g): Creatina monohidrato Creapure®: 2,56 g.","Días de entrenamiento: La dosis recomendada básica son 3 gramos (1 cazo) disueltos en 250 ml de agua, antes del entrenamiento. Días de NO entrenamiento: Se puede descansar o continuar con la misma dosis.","Producto para uso en adultos. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y un estilo de vida saludable. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños.","Aunque este producto no contiene leche y soja, se fabrica en una instalación que procesa ingredientes que sí los contienen.",,,,2026-07-27 17:35:00.504322+00,2026-07-27 17:35:00.504322+00,creatina-monohidratada-lollipop-250-g
395,3741,Creatina monohidrato.,Otros principios activos (por servicio de 3 g): Creatina monohidrato: 3 g.,"La dosis recomendada básica son 3 gramos (1 cazo) disueltos en 250 ml de agua, antes del entrenamiento. Días de NO entrenamiento: Se puede descansar o continuar con la misma dosis.","Producto para uso en adultos. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y un estilo de vida saludable. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. Mantener fuera del alcance de los niños más pequeños.","Aunque este producto no contiene leche y soja, se fabrica en una instalación que procesa ingredientes que sí los contienen.",,,,2026-07-27 17:38:58.875951+00,2026-07-27 17:38:58.875951+00,creatina-monohidratada-sin-sabor-500-g
397,3742,Creatina monohidrato.,Otros principios activos (por servicio de 3 g): Creatina monohidrato: 3 g.,"La dosis recomendada básica son 3 gramos (1 cazo) disueltos en 250 ml de agua, antes del entrenamiento. Días de NO entrenamiento: Se puede descansar o continuar con la misma dosis.","Producto para uso en adultos. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y un estilo de vida saludable. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. Mantener fuera del alcance de los niños más pequeños.","Aunque este producto no contiene leche y soja, se fabrica en una instalación que procesa ingredientes que sí los contienen.",,,,2026-07-28 11:43:26.648598+00,2026-07-28 11:43:26.648598+00,creatina-monohidratada-mel-n-500-g
399,3738,"Creatina monohidrato Creapure®, correctores de acidez: ácido cítrico y ácido málico, aroma, edulcorante: sucralosa y colorantes: tartrazina y azul brillante FCF.","Otros principios activos (por servicio de 3 g): Creatina monohidrato Creapure®: 2,65 g.","Días de entrenamiento: La dosis recomendada básica son 3 gramos (1 cazo) disueltos en 250 ml de agua, antes del entrenamiento. Días de NO entrenamiento: Se puede descansar o continuar con la misma dosis.","Producto para uso en adultos. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y un estilo de vida saludable. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños.","Aunque este producto no contiene leche y soja, se fabrica en una instalación que procesa ingredientes que sí los contienen.",,,,2026-07-28 11:46:09.155984+00,2026-07-28 11:46:09.155984+00,creatina-monohidratada-lima-250-g
401,87,"Arroz integral*, SÉSAMO* 5% y sal marina.
*De agricultura biológica.","Información nutricional (por 100 g): Valor energético: 1688 kJ / 399 kcal. Grasas: 5,5 g, de las cuales saturadas: 0,9 g. Hidratos de carbono: 77 g, de los cuales azúcares: 0,9 g. Proteínas: 8,4 g. Fibra alimentaria: 3,8 g. Sal: 0,28 g.","Uso: Tentempié sano y ligero. Para comer a cualquier hora, o como desayuno o merienda. Ligeras, pueden llevarse a cualquier parte.",,Alérgenos: Sésamo y prod. a base de sésamo,,,,2026-07-28 11:49:24.018852+00,2026-07-28 11:49:24.018852+00,tortitas-de-arroz-s-samo-200-g
402,3743,Maltodextrina,"Información nutricional (por 100 g): Valor energético: 384 kcal. Grasas: 0 g, de las cuales saturadas: 0 g. Hidratos de carbono: 96 g, de los cuales azúcares: 6,4 g. Proteínas: 0 g. Sal: 0 g.","Disolver 30g en 500ml de agua. Es perfecto para reponer los depósitos de glucógeno después del entrenamiento, o bien, proporcionar energía lista para ser usada antes o durante en el ejercicio.","Producto para uso en adultos. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños.",Puede contener trazas de leche y soja.,,,,2026-07-28 11:52:35.15711+00,2026-07-28 11:52:35.15711+00,malto-dextrin-sin-sabor-800-g
403,1253,"harina integral de trigo espelta*, harina de arroz*, margarina vegetal* (aceite de girasol*, manteca de karité*, agua, aroma natural de té verde), eritritol*, canela*, carbonatos de sodio, carbonatos de amonio, inulina*
*Agricultura biológica","Información nutricional (por 100 g): Valor energético: 1613 kJ / 385 kcal. Grasas: 16,2 g, de las cuales saturadas (AGS): 4,4 g. Hidratos de carbono: 61,4 g, de los cuales azúcares: 0,6 g. Fibra: 6,2 g. Proteínas: 8,3 g. Sal: 0,03 g. Manganeso: 0 g. Fósforo: 0 g. Magnesio: 0 g. Vitamina B6: 0 g. Tiamina: 0 g.",,,"El producto contiene: Gluten. El producto puede contener trazas de: Frutos de cáscara, Mostaza, Semillas de sésamo, Soja.",,,,2026-07-28 11:58:02.343274+00,2026-07-28 11:58:02.343274+00,galletas-de-espelta-canela-250-g
404,2284,"Almidón de maíz* 30%, agua, harina de maíz* 13%, masa madre natural de arroz* (harina de arroz*, agua), aceite de girasol*, cáscaras de semillas de psyllium*, proteína de guisante*, harina de semilla*, dextrosa*, sal marina, crema de tártaro en polvo* (almidón de maíz*, ácido: tartrato potásico, agente de fermentación: bicarbonato de sodio), salvado de manzana*, espesantes: goma guar*, goma xantana, especias*, extracto de limón*
* de cultivo ecológico controlado, DE-ÖKO-003","Información nutricional (por 100 g): Valor energético: 952 kJ / 226 kcal. Grasas: 4,8 g, de las cuales ácidos grasos saturados: 0,5 g. Hidratos de carbono: 39 g, de los cuales azúcares: 1,5 g. Fibra dietética: 6,5 g. Proteínas: 3,5 g. Sal: 1,1 g.","Según la receta, no contiene alérgenos
Libre de gluten y lactosa (lactosa <0,1g/100g).
Puede contener trazas de semillas de sésamo, soja, lupino y huevo.",,,,,,2026-07-28 12:05:41.935678+00,2026-07-28 12:05:44.366485+00,base-de-pizza-140-g
406,976,"Ingredientes: Harina de TRIGO ESPELTA* 52%, agua, Harina de TRIGO ESPELTA integral* 9%, aceite de oliva virgen extra* 5% sal, levadura, aroma natural de romero.* De agricultura biológica.","Información nutricional (por 100 g): Valor energético: 1163 kJ / 276 kcal. Grasas: 6,2 g, de las cuales saturadas: 0,9 g. Hidratos de carbono: 45 g, de los cuales azúcares: 1,2 g. Proteínas: 8,1 g. Fibra alimentaria: 3,9 g. Sal: 1,8 g.","Uso: Colocar la base de pizza en una sartén, poner los ingredientes encima al gusto, tapar y calentar entre 3 y 5 minutos a fuego medio. La pizza estará lista para tomar en el momento que los ingredientes estén calientes, si se usa queso, cuando éste esté fundido.",,"Gluten
Trazas: Mostaza y derivados, Soja y derivados",Conservación: Mantener en lugar fresco y seco.,,,2026-07-28 16:37:14.79824+00,2026-07-28 16:37:14.79824+00,base-de-piza-trigo-de-espelta-390-g-3-x-130-g
407,3758,"Ingredientes: Harina de TRIGO*,crema de CACAHUETE *30%, azúcar de caña de comercio justo**,emulsionante: lecitinas*, gasificante :carbonato de amonio, sal , antioxidante: extracto de romero*. *De agricultura biológica. **De comercio justo.","Información nutricional (por 100 g): Valor energético: 2023 kJ / 483 kcal. Grasas: 22 g, de las cuales saturadas: 3,4 g. Hidratos de carbono: 53 g, de los cuales azúcares: 27 g. Proteínas: 16 g. Fibra alimentaria: 4,5 g. Sal: 0,47 g.","Uso: Para consumir en cualquier momento del día, para desayuno y merienda o entre horas.",,"Alérgenos: Cacahuetes, Gluten

Trazas: Altramuces y prod. a base de altramuces, Dióxido de azufre y sulfitos, Frutos con cáscara, Huevos y prod.a base de huevos, Leche y derivados, Mostaza y derivados, Sésamo y prod. a base de sésamo, Soja y derivados",,,,2026-07-28 16:40:59.61408+00,2026-08-05 10:40:20.518331+00,galletas-crujientes-cacahuete-125-g
408,3756,"farina di grano tenero*, crema al gusto cioccolato fondente* (zucchero di canna*, olio di girasole alto oleico*, cacao magro in polvere* 25%, farina di riso*, emulsionante: lecitine di girasole*), margarina vegetale* (olio di girasole*, burro di karitè*, acqua), zucchero di canna*, cacao*, sciroppo di riso*, carbonati di sodio, emulsionante: lecitine di girasole*
*da Agricoltura Biologica","Información nutricional (por 100 g): Valor energético: 2109 kJ / 505 kcal. Grasas: 26 g, de las cuales saturadas (AGS): 6 g. Hidratos de carbono: 57 g, de los cuales azúcares: 22 g. Fibra: 5,3 g. Proteínas: 8 g. Sal: 0 g. Manganeso: 0 g. Fósforo: 0 g. Magnesio: 0 g. Vitamina B6: 0 g. Tiamina: 0 g.",,,"El producto contiene: Gluten, Frutos de cáscara.

El producto puede contener trazas de: Mostaza, Semillas de sésamo, Altramuz, otros frutos secos, Soja.",,,,2026-07-28 16:49:12.471646+00,2026-07-28 16:54:05.783346+00,galleta-de-crema-chocolate-negro-200-g
409,3763,"farina di grano tenero*, crema al cocco* (zucchero di canna*, cocco essiccato* 22%, olio di girasole*, farina di riso*, olio di cocco*, emulsionante: lecitine di girasole*), margarina vegetale* (olio di girasole*, burro di karitè*, acqua), zucchero di canna*, cacao*, sciroppo di riso*, carbonati di sodio, emulsionante: lecitine di girasole*
*da Agricoltura Biologica","Información nutricional (por 100 g): Valor energético: 2145 kJ / 513 kcal. Grasas: 26 g, de las cuales saturadas (AGS): 9,4 g. Hidratos de carbono: 61 g, de los cuales azúcares: 26 g. Fibra: 4 g. Proteínas: 6,7 g. Sal: 0 g. Manganeso: 0 g. Fósforo: 0 g. Magnesio: 0 g. Vitamina B6: 0 g. Tiamina: 0 g.",,,"El producto contiene: Gluten, Frutos de cáscara.

El producto puede contener trazas de: Mostaza, Semillas de sésamo, Altramuz, otros frutos secos, Soja.",,,,2026-07-28 16:52:44.368191+00,2026-07-28 16:52:44.368191+00,galleta-de-crema-coco-200-g
411,3755,"seca arándanos*(60,00%), jarabe de manzana*(39,00%), aceite de girasol*",,"Ideal como aperitivo, en muesli, postres, salsas, tanto para repostería como en platos salados.",,,,,,2026-07-28 16:58:49.279874+00,2026-07-28 16:59:01.657007+00,ar-ndanos-rojos-250-g
413,2422,"Ingredientes: Cereales tostados* 87% (CENTENO*, CEBADA* malteada, CEBADA*), achicoria* tostada 12%, higos* tostados 1%.
*De agricultura biológica.",,"Uso: Mezclar una cucharada de postre de cereales solubles con 100ml de agua, leche o bebida vegetal caliente o fría.",,,,,,2026-07-28 17:05:37.789732+00,2026-07-28 17:05:37.789732+00,bebida-instat-nea-cereales-solubles-con-achicoria-e-higos-100-g
414,1247,"Aceitunas verdes, agua, sal, regulador de acidez: ácido cítrico.",,,,,,,,2026-07-28 17:11:26.210841+00,2026-07-28 17:11:26.210841+00,olivas-verdes-gigantes-550-g
415,2423,Ingredientes: Algarroba en polvo*,"Información nutricional (por 100 g): Valor energético: 1199 kJ / 287 kcal. Grasas: <0,5 g, de las cuales saturadas: 0,13 g. Hidratos de carbono: 44,5 g, de los cuales azúcares: 36,7 g. Proteínas: 4,4 g. Fibra alimentaria: 44 g. Sal: 0,014 g.","Uso: Ideal en la elaboración de postres, batidos, desayunos o meriendas.",,,,,,2026-07-28 17:14:58.338557+00,2026-07-28 17:14:58.338557+00,algarroba-en-polvo-250-g
416,3761,"ciruelas, agua. Sin azúcares añadidos.",,,,,,,,2026-07-28 17:21:25.309699+00,2026-07-28 17:21:25.309699+00,ciruelas-sin-hueso-200-g
417,997,"Ingredientes: Harina de maíz*, harina de arroz*,almidón de maíz*, almidón de tapioca*, corrector de acidez: ácido cítrico gasificante: bicarbonato de sodio,aroma natural de vainilla.","Información nutricional (por 100 g): Valor energético: 1527 kJ / 360 kcal. Grasas: 0,7 g. Hidratos de carbono: 84 g. Proteínas: 3,6 g. Fibra alimentaria: 1,5 g. Sal: <0,01 g.",Uso: Mezcla lista para elaborar exquisitos postres sin gluten. Ver receta sugerida en el envase.,,,,,,2026-07-28 17:32:22.148429+00,2026-07-28 17:33:02.296305+00,mezcla-para-postres-500-g
419,3760,"Ingredientes: Girasol* 50%, SÉSAMO tostado* 25%, calabaza* 15%, lino marrón* 10%.
*De agricultura biológica.","Información nutricional (por 100 g): Valor energético: 2357 kJ / 560 kcal. Grasas: 48 g. Hidratos de carbono: 20,75 g. Proteínas: 21,75 g. Fibra alimentaria: 11,5 g.","Uso: Para condimentar platos y espolvorear sobre panes, galletas o ensaladas.",,"Alérgenos: Sésamo y prod. a base de sésamo
Trazas: Altramuces y prod. a base de altramuces, Cacahuetes, Frutos con cáscara, Gluten, Soja y derivados",,,,2026-07-28 17:36:34.467882+00,2026-08-06 11:56:36.813212+00,mezcla-de-semillas-250-g
420,3764,"Copos de avena entera* 46%, jarabe de tapioca*, avellanas* 11%, copos de maíz* (maíz*, jarabe de maíz*, sal marina, emulsionante: lecitina de soja*), aceite de girasol*, azúcar de remolacha* 7,4%, espelta (tipo trigo)*copos de coco inflados*","Información nutricional (por 100 g): Valor energético: 2016 kJ / 481 kcal. Grasas: 21 g, de las cuales ácidos grasos saturados: 3,7 g. Hidratos de carbono: 61 g, de los cuales azúcares: 11 g. Fibra: 6,8 g. Proteínas: 8,7 g. Sal: 0,23 g.",,,"Contiene gluten, avellanas y soja. Puede contener restos de otros frutos secos, cacahuetes, sésamo y leche.",,,,2026-07-28 17:41:12.620631+00,2026-07-28 17:41:12.620631+00,crunchy-muesli-avellanas-500-g
