Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,advertencias (product.metafields.custom.advertencias),alergenos (product.metafields.custom.alergenos),aviso_medico (product.metafields.custom.aviso_medico),bio (product.metafields.custom.bio),consejos_uso (product.metafields.custom.consejos_uso),expiration_date (product.metafields.custom.expiration_date),firesoft_codigo (product.metafields.custom.firesoft_codigo),firesoft_referencia (product.metafields.custom.firesoft_referencia),firesoft_sync_enabled (product.metafields.custom.firesoft_sync_enabled),gluten_free (product.metafields.custom.gluten_free),informacion_nutricional (product.metafields.custom.informacion_nutricional),Ingredientes (product.metafields.custom.ingredientes),instrucciones_uso (product.metafields.custom.instrucciones_uso),isgood (product.metafields.custom.isgood),is_discontinued (product.metafields.custom.is_discontinued),lactose_free (product.metafields.custom.lactose_free),recargo_rate (product.metafields.custom.recargo_rate),regulacion_legal (product.metafields.custom.regulacion_legal),supplier_name (product.metafields.custom.supplier_name),vat_rate (product.metafields.custom.vat_rate),vegan (product.metafields.custom.vegan),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
arroz-blanco-calasparra-1-kg-1-kg,Arroz Blanco Calasparra 1 kg,"Arroz blanco de Calasparra, reconocido por su excelente calidad y prestigio, cultivado en zonas montañosas con un sistema biológico que mantiene la riqueza del suelo. Ideal para una variedad de platos tradicionales.",Calasparra,,Alimentos,1 kg,TRUE,Title,Default Title,,,,,,,,3514,1000,shopify,23,deny,manual,5.95,,TRUE,TRUE,,,,,8410983115226,https://tienda-arrozdecalasparra.com/wp-content/uploads/2022/12/1-1.jpg,1,Arroz Blanco Calasparra 1 kg - Calasparra,FALSE,Arroz Blanco Calasparra 1 kg,"Arroz blanco de Calasparra, reconocido por su excelente calidad y prestigio, cultivado en zonas montañosas con un sistema biológico que mantiene la riqueza del suelo. Ideal para una variedad de platos tradicionales.",,,,FALSE,,2027-02-01,3514,3514,TRUE,FALSE,,,,TRUE,FALSE,FALSE,1.40,,,10.00,FALSE,,g,,3.75,active
pipas-de-girasol-500-g,Pipas de Girasol,,Biocop,,Alimentos,"Bio, Vegano, Sin lactosa, 500 g",TRUE,Title,Default Title,,,,,,,,3518,500,shopify,6,deny,manual,3.95,,TRUE,TRUE,,,,,8423903040003,https://uayblnybdrhhmumudbea.supabase.co/storage/v1/object/public/productos/semillas%20girasol%20biocop.jpg,1,Pipas de Girasol - Biocop,FALSE,Pipas de Girasol,,,"Altramuces y prod. a base de altramuces, Cacahuetes, Frutos con cáscara, Gluten, Sésamo y prod. a base de sésamo, Soja y derivados",,TRUE,,2027-05-30,3518,3518,TRUE,FALSE,"Análisis nutricional por 100 g de producto Valor energético: 2445 kJ/584 kcal Fibra alimentaria: 8,6 g Proteínas: 20,78 g Sal: 0,20 g Grasas: 51,46 g de las cuales saturadas: 4,46 g Hidratos de carbono: 20 g de los cuales azúcares: 2,62 g","Semillas girasol pelado*.
*De agricultura biológica.","Las semillas de girasol se pueden tomar tal cual. En la cocina se suelen emplear para añadirlas a ensaladas, en batidos, con yogur o mueslis. También para preparar salsas, en panes y dulces. Las semillas de girasol pelado se pueden tostar en la sartén con tamari Biocop y luego salar ligeramente para servir como aperitivo. También se pueden caramelizar o emplear para condimentar ensaladas.",TRUE,FALSE,TRUE,1.40,,Biocop,10.00,TRUE,,g,,1.83,active
omega-3-90-uds,Omega 3,"Omega 3 Fórmula es un complemento alimenticio a base de aceite de pescado de alta pureza Golden Omega® y vitamina E natural formulado para cuidar la salud cardiovascular, cerebral, visual y metabólica y proteger frente a la oxidación. Certificado IFOS.",Webotanix,,Suplementos,"Sin gluten, Sin lactosa, 90 uds",TRUE,Title,Default Title,,,,,,,,3574,,shopify,12,deny,manual,29.95,,TRUE,TRUE,,,,,8437022223643,https://webotanix.com/wp-content/uploads/2026/02/ficha-producto-omega3-fondo-blanco-PDA-1.jpg,1,Omega 3 - Webotanix,FALSE,Omega 3,"Omega 3 Fórmula es un complemento alimenticio a base de aceite de pescado de alta pureza Golden Omega® y vitamina E natural formulado para cuidar la salud cardiovascular, cerebral, visual y metabólica y proteger frente a la oxidación. Certificado IFOS.",Los complementos alimenticios no deben utilizarse como sustituto de una dieta equilibrada. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. Conservar bien cerrado en lugar fresco y seco.,Contiene pescado. Libre de gluten y de lactosa.,"La información proporcionada en este producto solo tiene fines informativos. No supone asesoramiento profesional, médico o legal.",FALSE,Acompañar junto a una dieta variada y actividad física diaria.,2029-02-01,3574,3574,TRUE,TRUE,"Aceite de pescado 1000 mg, omega-3 totales 800 mg (de los cuales EPA 400 mg y DHA 300 mg) y vitamina E 6,7 mg α-TE (55,8 % VRN) por perla. Por 2 perlas: aceite de pescado 2000 mg, omega-3 totales 1600 mg (EPA 800 mg y DHA 600 mg) y vitamina E 13,4 mg α-TE (114,1 % VRN). Por 3 perlas: aceite de pescado 3000 mg, omega-3 totales 2400 mg (EPA 1200 mg y DHA 900 mg) y vitamina E 20,10 mg α-TE (167,5 % VRN).","Aceite de pescado Golden Omega® (40% EPA y 30% DHA), D-alfa-tocoferol (Vitamina E natural). Cápsula blanda: agente de recubrimiento (gelatina bovina), humectante (glicerina) y agua.","Se recomienda tomar entre 1 y 3 cápsulas al día, preferiblemente junto con las comidas principales del día.",TRUE,FALSE,TRUE,1.40,"Se certifica que el producto FÓMULA OMEGA 3:
• No GMO: no contiene ningún ingrediente que provenga de Organismos Modificados Genéticamente, por lo que no está sometido al etiquetado de los OMG de los Reglamentos (EU) 1829/2003 y 1830/2003.
• Fabricado en la EU: es fabricado en la Unión Europea.
• No ionizado: No se usa radiación ionizante en ningún punto durante el proceso de fabricación del producto conforme con Directivas 1999/2/EC y 1999/3/EC.
• BSE / TSE: está libre de cualquier riesgo de BSE / TSE según Reglamento (CE) 999/2001.",,10.00,FALSE,,,,20.42,active
triple-magnesio-f-rmula-120-uds,Triple Magnesio Fórmula,"Triple Magnesio Fórmula es un complemento alimenticio a base de tres formas de magnesio de alta biodisponibilidad (bisglicinato, citrato y malato) y vitamina B6 formular para disminuir el cansancio y la fatiga, equilibrar el sistema nervioso, cuidar la salud ósea y articular, mejorar el descanso y aumentar la energía.",Webotanix,,Suplementos,"Vegano, Sin gluten, Sin lactosa, 120 uds",TRUE,Title,Default Title,,,,,,,,3575,,shopify,0,deny,manual,39.95,,TRUE,TRUE,,,,,8437022223537,https://webotanix.com/wp-content/uploads/2024/08/ficha-producto-triple-magnesio-60-PDA-600x583.jpg,1,Triple Magnesio Fórmula - Webotanix,FALSE,Triple Magnesio Fórmula,"Triple Magnesio Fórmula es un complemento alimenticio a base de tres formas de magnesio de alta biodisponibilidad (bisglicinato, citrato y malato) y vitamina B6 formular para disminuir el cansancio y la fatiga, equilibrar el sistema nervioso, cuidar la salud ósea y articular, mejorar el descanso y aumentar la energía.","Los complementos alimenticios no debe utilizarse como sustitutos de una dieta variada y equilibrada ni un modo de vida saludable. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. Conservar en un lugar fresco, seco y al abrigo de la luz.",No contiene alérgenos de acuerdo con el Reglamento (UE) no 1169/2011.,"La información proporcionada en este producto solo tiene fines informativos. No supone asesoramiento profesional, médico o legal.",FALSE,Uso diario y continuado. Dosis diaria recomendada: 2 cápsulas.,2029-06-01,3575,3575,TRUE,TRUE,"Ingredientes activos (por 2 cápsulas): Bisglicinato de magnesio Albion® (18% de magnesio): 800 mg, de los cuales magnesio: 144 mg (38,4% VRN*). Dimagnesio malato Albion® (20% de magnesio): 460 mg, de los cuales magnesio: 92 mg (24,53% VRN*). Citrato de magnesio (14,5% de magnesio): 97 mg, de los cuales magnesio: 14 mg (3,73% VRN*). Total magnesio elemental: 250 mg (66,67% VRN)**. Vitamina B6: 6 mg (428,57% VRN).","Bisglicinato de magnesio Albion® (Magnesio), dimagnesio malato Albion® (Magnesio), agente de carga (fosfato bicalcico), citrato de magnesio hidrato (Magnesio), antiaglomerantes (sales magnésicas de ácidos grasos y dióxido de silicio), clorhidrato de piridoxina (Vitamina B6). Cápsula vegetal: agente de recubrimiento (hidroxipropilmetilcelulosa).",Tomar dos cápsulas al día. Adoptar ciertos hábitos saludables puede favorecer la acción del producto y mejorar su eficacia.,TRUE,FALSE,TRUE,5.20,"Complemento Alimenticio. Su comercialización es legal en toda Europa.

CERTIFICADO

• No GMO: no contiene ningún ingrediente que provenga de Organismos Modificados Genéticamente, por lo que no está sometido al etiquetado de los OMG del Reglamento (EU) 1829/2003.
• No ionizado: No se usa radiación ionizante en ningún punto durante el proceso de fabricación del producto conforme con la Directiva 1999/2/EC.
• BSE / TSE: está libre de cualquier riesgo de BSE / TSE según Reglamento (CE) 999/2001.
• Fabricado en la UE: es fabricado en la Unión Europea.",Webotanix,21.00,TRUE,,,,0.00,active
sopa-de-s-mola-con-verdura-250-g,Sopa de Sémola con Verdura,"Sémola de verdura perfecta para preparar platos caseros y nutritivos. Producto sin marca, ideal para diversas recetas culinarias.",INT SALIM,,Alimentos,"Bio, Vegano, Sin lactosa, 250 g",TRUE,Title,Default Title,,,,,,,,3587,250,shopify,1,deny,manual,2.95,,TRUE,TRUE,,,,,8426633400086,https://int-salim.com/2899-thickbox_default/semola-int-de-maiz-500-gr.jpg,1,Sopa de Sémola con Verdura - INT SALIM,FALSE,Sopa de Sémola con Verdura,"Sémola de verdura perfecta para preparar platos caseros y nutritivos. Producto sin marca, ideal para diversas recetas culinarias.",Puede existir riesgo de trazas por manipulación a granel. Consultar alérgenos antes de consumir.,,,TRUE,Combina bien con verduras y especias para mejorar su sabor.,2028-01-09,3587,3587,TRUE,FALSE,,,,TRUE,FALSE,TRUE,1.40,,,10.00,TRUE,,g,,1.51,active
crema-de-frijol-50-ml,Crema de Frijol,"Una crema rica pero ligera que proporciona una hidratación intensa mientras fortalece la barrera cutánea. Formulado con un pH respetuoso para la piel de 5~6, ayuda a mantener un equilibrio saludable mientras apoya la función de la barrera. Alimentado por extracto de soja fermentado, retiene la hidratación para una piel suave, tersa y nutrida durante todo el día. Enriquecido con extractos de cebada, granada y pera, nutre profundamente, mejora la textura de la piel y promueve un cutis radiante y juvenil. La fórmula no grasienta se absorbe rápidamente, calma la irritación, previene la pérdida de humedad y deja la piel con una sensación equilibrada, sedosa y revitalizada. Adecuado para uso diario en todo tipo de piel.Perfecto para:
• Piel
seca, deshidratada o áspera• Piel que necesita soporte de barrera y hidratación duradera",mixsoon,,Cosmetica e higiene,"Vegano, 50 ml",TRUE,Title,Default Title,,,,,,,,3626,50,shopify,3,deny,manual,29.95,,TRUE,TRUE,,,,,8809732910661,https://mixsoon.us/cdn/shop/files/beancreambestseller.png?v=1766122051&width=4096,1,Crema de Frijol - mixsoon,FALSE,Crema de Frijol,"Una crema rica pero ligera que proporciona una hidratación intensa mientras fortalece la barrera cutánea. Formulado con un pH respetuoso para la piel de 5~6, ayuda a mantener un equilibrio saludable mientras apoya la función de la barrera. Alimentado por extracto de soja fermentado, retiene la hidratación para una piel",,,,FALSE,,,3626,3626,TRUE,FALSE,,"Agua/Agua/Agua, Glicerina, Triglicéridos Caprílicos/Capricos, Poliisobuteno Hidrogenado, Distearato de Poligliceril-3,
Co-glicéridos Hidrogenados, Aceite de semilla de Limnanthes Alba (espuma de prado), ButileneGlicol, Malato de Diisostearyl
, Dimeticona de Vinilo, Alcohol Cetearílico, Ácido esteárico, Copolímero de Hidroxietilo Acrilato/Copolímero de Acrilildimetil Taurato de Sodio, Estearato de Glicerilo, Hidroxiacetofenona, Sorbi
tanIsostearato, Citrato estearato de gliceril, carbómero, Trometamina, Pantenol, Glicirriza dipotásica, Lecitina hidrogenada,
Propanodil, Etilhexilglicerina, Adenosina, Extracto de flor de Melia Azadirachta, Extracto de Eclipta Prostrata, Extracto de Coccinia indica, EDTA disódico, Poliacrilato sódico, Extracto de hoja de Ocimum Sanctum, Extracto de hoja de Melia Azadirach
ta, Extracto de raíz de Curcuma Longa (cúrcuma), Extracto de Corallina Officinalis, La
ctobacillus/extracto de fermentación de soja, extracto de fermentación de fruta de lactobacillus/punica granatum, filtrado de fermentación de semillas de cebada sacaromyces/cebada, fermentación de lactobacillus/zumo de pera para fermentar el
tratado, ácido palmítico, aceite de fruta de cítricos aurantium bergamia (bergamota), ácido oleico, lavandula angustifolia","Después de la limpieza, refina la textura de la piel con tónico. En el último paso de tu rutina de cuidado de la piel, aplica la crema suavemente por todo el rostro y deja que se absorba.

Para un extra de hidratación, aplica 2 o 3 veces las que necesites para conseguir una sensación más firme e hidratada.",TRUE,FALSE,FALSE,5.20,,,21.00,TRUE,,g,,13.99,active
p-ptido-cica-hyalshot-50-ml,Péptido Cica Hyalshot,"Descripción: Repara y revitaliza tu piel con mixsoon Peptide Cica Hyal-Shot, un sérum multifuncional formulado con péptidos, centella asiática y ácido hialurónico. Su innovadora fórmula con spículas recubiertas de ácido hialurónico mejora la absorción de ingredientes activos, al tiempo que hidrata profundamente y refuerza la barrera cutánea. Ideal para tratar arrugas, poros dilatados y mejorar la textura de la piel desde casa.",mixsoon,,Cosmetica e higiene,50 ml,TRUE,Title,Default Title,,,,,,,,3627,50,shopify,3,deny,manual,29.95,,TRUE,TRUE,,,,,8809732914065,https://mixsoon.es/cdn/shop/files/04_aba66bba-1dc0-4454-aded-aeb139f9f312.png?v=1759321548&width=1200,1,Péptido Cica Hyalshot - mixsoon,FALSE,Péptido Cica Hyalshot,"Descripción: Repara y revitaliza tu piel con mixsoon Peptide Cica Hyal-Shot, un sérum multifuncional formulado con péptidos, centella asiática y ácido hialurónico. Su innovadora fórmula con spículas recubiertas de ácido hialurónico mejora la absorción de ingredientes activos, al tiempo que hidrata profundamente y refue",,,,FALSE,,,3627,3627,TRUE,FALSE,,,"Modo de uso: Aplicar sobre la piel limpia después del tónico y antes de la crema hidratante y/o solar.

Apto: todo tipo de pieles, especialmente pieles sensibles y deshidratadas",TRUE,FALSE,FALSE,5.20,,,21.00,FALSE,,g,,12.74,active
s-rum-deep-vitamina-a-retinol-30-ml,Sérum Deep Vitamina A Retinol,"Beneficios:
Un sérum enriquecido con retinol altamente concentrado que potencia la producción de colágeno dentro de la piel.
Retinoides que aumentan el 158% de la producción de colágeno dentro de la piel y han reducido la estimulación.
Capas de retinol de siete capas con alta densidad de ingredientes para piel flácida y debilitada.
3 pasos de estabilización del método de estabilización con retinol de Medicube hacia la piel profunda y densa.",medicube,,Cosmetica e higiene,30 ml,TRUE,Title,Default Title,,,,,,,,3628,30,shopify,1,deny,manual,24.95,,TRUE,TRUE,,,,,8809960356620,https://uayblnybdrhhmumudbea.supabase.co/storage/v1/object/public/productos/deep%20vita%20a%20retinol%20serum%20medicube.webp,1,Sérum Deep Vitamina A Retinol - medicube,FALSE,Sérum Deep Vitamina A Retinol,"Beneficios:
Un sérum enriquecido con retinol altamente concentrado que potencia la producción de colágeno dentro de la piel.
Retinoides que aumentan el 158% de la producción de colágeno dentro de la piel y han reducido la estimulación.
Capas de retinol de siete capas con alta densidad de ingredientes para piel flácida ",,,,FALSE,,,3628,3628,TRUE,FALSE,,"Agua, dipropilenglicol, butilenoglicol, glicerina, propanediol, 1,2-hexanediol, niacinamida, coco-caprilato/capato, escualano, poligliceril-3 destearato, isosorbo de dimetilo, pentileno glicol, pantenol, 4-t-butilciclohexanol, fragancia (perfume), lecitina hidrogenada, copolímero de hidroxietila acrilato/acrilildimetil taurato de sodio, acrilatos/C10-30 acrilato de alquilo acrilato, sacarosa-palmato, caprílico/capríco, hidroxipinacolona retinoato, dietilhexilo Siringilidenemalonato, trometamina, etilhexilglicerina, citrato estearato de glicerilo, alantoína, goma biosacárida-1, glicirriza dipotásica, goma xantana, aceite de semilla de macadamia integrifolia, aceite de fruta olea europaea (oliva), aceite de semilla de Simmondsia chinensis (jojoba), aceite de semilla de vitis vinifera (uva), adenosina, aceite de semilla de macadamia ternifolia, retinal, hialuronato sódico, EDTA disódico, retinol, bakuchiol, palmato de retinilo, esteroles de Brassica campestris (colza), ácido linoleico, colesterol, Poligliceril-10 Laurato, Ceramida NP, PPG-13-Deciltetradecenteto-24, Retinil-linoleato, Fitosterilo/Behenilo/Octildodecil-Lauroylglutato, Beta-glucano, estearato de aluminio/hidróxido de magnesio, Pentaerythrityl Tetra-di-t-butil Hidroxihidrocinamato, Fosfato de cetilo potásico, Distearato de metilglucosa poligliceril-3, sílice, isopropil lauroilo sarcosinato, Tocoferol, Colágeno hidrolizado, Retinoato de retinilo, Quitosano, extracto de Centella Asiatica, extracto de hoja de Centella Asiatica, Centella Asiatica Extracto de raíz, tris (tetrametilhidroxipiperidinol) citrato, benzotrizolilo dodecil p-cresol","1. Prueba el tamaño de un guisante hasta la zona de arrugas, pecas e imperfecciones cada dos días en la fase sérica de la rutina de cuidado nocturno.
2. Después de usarlo durante dos semanas, aumenta gradualmente la cantidad y aplícala de forma fina por toda la cara cada noche.",TRUE,FALSE,FALSE,5.20,,,21.00,FALSE,,g,,11.22,active
bean-essence-30-ml,Bean Essence,"Descripción : mixsoon Bean Essence es un producto hidratante y nutritivo para el cuidado de la piel, elaborado con soja fermentada, cebada, pera y granada. Además, tiene un efecto exfoliante suave que ayuda a quitar las células muertas de la piel y a quedarse con una piel más suave y radiante. Este producto contiene una gran cantidad de aminoácidos esenciales, vitaminas y ácidos alfa-hidróxidos naturales que mejoran la vitalidad y la textura de la piel.",mixsoon,,TODAS,"Vegano, 30 ml",TRUE,Title,Default Title,,,,,,,,3629,30,shopify,1,deny,manual,23.95,,TRUE,TRUE,,,,,8809732911880,https://mixsoon.es/cdn/shop/files/mixsoon_20ml_339758ea-e487-4ac2-a657-4689ace0a6be.png?v=1759323070&width=1200,1,Bean Essence - mixsoon,FALSE,Bean Essence,"Descripción : mixsoon Bean Essence es un producto hidratante y nutritivo para el cuidado de la piel, elaborado con soja fermentada, cebada, pera y granada. Además, tiene un efecto exfoliante suave que ayuda a quitar las células muertas de la piel y a quedarse con una piel más suave y radiante. Este producto contiene un",,,,FALSE,,,3629,3629,TRUE,FALSE,,,,TRUE,FALSE,FALSE,1.40,,,10.00,TRUE,,g,,9.89,active
cleansing-water-centella-300-ml,Cleansing Water Centella,"Descripción : mixsoon Centella Cleansing Water está diseñado para limpiar la piel delicadamente, eliminando de forma eficaz la suciedad e impurezas sin causar irritación. Ofrece un efecto calmante y ayuda a aliviar la sequedad que puede ocurrir después de utilizar el método de limpieza micelar. La fórmula ha sido creada específicamente con un nivel de pH suave para proteger la piel. Contiene Betaína, que protege e hidrata la piel, Centella Asiática, calmante y rica en antioxidantes, y Pantenol, provitamina que ayuda a prevenir la irritación. Además, todos los ingredientes utilizados en este producto han recibido una clasificación verde por la EWG, lo que indica su seguridad y naturaleza no peligrosa.

apto para todas las pieles",mixsoon,,Cosmetica e higiene,300 ml,TRUE,Title,Default Title,,,,,,,,3630,300,shopify,2,deny,manual,15.95,,TRUE,TRUE,,,,,8809732914393,https://mixsoon.es/cdn/shop/files/CentellaCleansingWater_Main01_ecd359ca-09cd-479f-862d-d9ead8d31ae3.png?v=1759321758&width=1200,1,Cleansing Water Centella - mixsoon,FALSE,Cleansing Water Centella,"Descripción : mixsoon Centella Cleansing Water está diseñado para limpiar la piel delicadamente, eliminando de forma eficaz la suciedad e impurezas sin causar irritación. Ofrece un efecto calmante y ayuda a aliviar la sequedad que puede ocurrir después de utilizar el método de limpieza micelar. La fórmula ha sido cread",,,,FALSE,,,3630,3630,TRUE,FALSE,,,,TRUE,FALSE,FALSE,0.00,,,0.00,FALSE,,g,,6.12,active
madeca-cream-time-reverse-50-ml,Madeca Cream Time Reverse,"- Cuidado calmante y reparador: Centella Asiatica y Madecassósida calman la irritación y fortalecen la barrera cutánea.

- Absorción Profunda y Rápida: Incluye Active-TECA, una fusión de 5 ingredientes patentados en un liposoma de 3 capas para una penetración profunda y efectos duraderos. Una formulación alta en proteínas de Madeca con altas concentraciones de proteínas básicas de elasticidad cutánea extraídas de Centella Asiatica que ayuda a la absorción en solo 5 segundos. Experimenta un nivel diferente de hidratación de la piel.

- Centella Expert Formula: Con 12 extractos especializados de Centella Asiatica, aprovechando la ™experiencia de Dongkook Pharm para maximizar los beneficios para la piel. Ayuda a una hidratación profunda y a la mejora de la flacidez, haciendo que la piel sea firme y tirante.

Experimenta una piel visiblemente más suave y firme, ya que trabaja para revitalizar tu complexión, convirtiéndolo en una solución perfecta para quienes buscan recuperar la vitalidad juvenil.",Centellian24,,Cosmetica e higiene,50 ml,TRUE,Title,Default Title,,,,,,,,3631,50,shopify,2,deny,manual,24.95,,TRUE,TRUE,,,,,8806109101257,https://uayblnybdrhhmumudbea.supabase.co/storage/v1/object/public/productos/centellian-24-madeca-cream-time-reverse-season7-50ml.jpg,1,Madeca Cream Time Reverse - Centellian24,FALSE,Madeca Cream Time Reverse,"- Cuidado calmante y reparador: Centella Asiatica y Madecassósida calman la irritación y fortalecen la barrera cutánea.

- Absorción Profunda y Rápida: Incluye Active-TECA, una fusión de 5 ingredientes patentados en un liposoma de 3 capas para una penetración profunda y efectos duraderos. Una formulación alta en proteí",,,,FALSE,,,3631,3631,TRUE,FALSE,,"agua, dipropilenglicol, polideceno hidrogenado, triglicéridos caprílicos/capricos, glicerina, tetraetilhexanoato de pentaritil, estearato de gliceril, ciclohexasiloxano, niacinamida, alcohol cetílico, distearato de poligliceril-6, vinil dimeticona, éter dicaprilílico, poligliceril-10 laurato, alcohol estearyl, ésteres de jojoba, cera de abeja, pantenol, 1,2-hexanediol, estearoil glutamato sódico, ácido madecásico, asiticóside, xilitilglucosido, copolímero de hidroxietilo acrilato/taurato de acrildimetil de sodio, Aceite de fruta Olea europaea (Oliva), Hidroxiacetofenona, Anhidroxilitol, Extracto de hoja de Centella Asiatica, Ácido asiático, Glicoproteínas, Butiglicol, Cera de Abejas de Poligliceril-3, Xilitol, Aceite de Centella Asiatica, Metilpropanediol, Anantoína, Propanodiol, Fermentación de Candida bombicola/Glucosa/Metil-Colza, Aceite de Aurantium Dulcis (Naranja), Goma de Xantina, Cera de semilla de Helianthus annuus (girasol), Etilhexilglicerina, Etoxidiglycol, Aceite de cáscara de Citrus Nobilis (mandarina de mandana), Glucosa, EDTA disódico, Adenosina, isostearato de sorbitano, aceite de lavandula angustifolia (lavanda), laurato sódico, ciclodextrina, ácido hialurónico hidrolizado, aceite de fruta cítrico aurantium bergamia (bergamota), aceite de cáscara cítrica aurantium dulcis (naranja), aceite de hoja de rosmarinus officinalis (romero), aceite de fruta de litsea cubeba, aceite de semilla de macadamia ternifolia, poliglicerina-3, copolímero pvm/ma, ácido láurico, poliacrilato sódico, octildodecanol, aceite de soja de glicina (soja), lecitina hidrogenada, glicolípidos, cafeína, madecassósida, Extracto de Centella Asiatica, C12-13 Pareth-9, aminoácidos de colágeno, NP de ceramida, resina Copaifera officinalis (Copaiba de bálsamo), aceite de cáscara de cítricos grandis (pomelo), aceite de enebro virginia, extracto de raíz de Cimicifuga racemosa, extracto de Silybum Marianum, resveratrol, arginina, taurina, glucógeno, elastina hidrolizada, ectoína, aceite de corteza de cedro atlantica, retinol, extracto de raíz de Lepidium meyenii, maltodextrina, ácido ascórbico, proteína vegetal hidrolizada, aceite de flor de pelargonium graveoles, Fitoesfingosina, Tocoferol, Destearato de Sacarosa, Hialuronato de sodio, ADN sódico, Aceite de Officinale de Jazmín (Jazmín), Sorbato de Potasio, Fenoxietanol, Extracto de Artemisia absinthium, Aceite de Mirto communis, Aceite de flor de rosa, Extracto de fruto planifolio de vainilla, Cianocobalamina, Ácido aspártico, Aceite de resina de Ferula Galbaniflua (Galbanum), Glicina, Ácido Glutámico, Limoneno, Linalool, Cítrico, Alcanfor*, Beta-Cariofileno*, Aceite/Extracto de cedro atlántico*, Aceite de cáscara de aurancio cítrico*, Cáscara de Aurantium bergamia cítrica Aceite*, Aceite/Extracto de Lavandula*, Acetato de Linalilo*, Piñeno*",,TRUE,FALSE,FALSE,5.20,,,21.00,FALSE,,g,,9.64,active
aceite-limpiador-bean-100-ml,Aceite Limpiador Bean,"mixsoon Bean Cleansing Oil hidrata la piel mientras elimina eficazmente el maquillaje y las impurezas. Está elaborado con una combinación de ingredientes fermentados de 'tan querido' Bean Essence: lactobacilos, extracto de soja fermentada, filtrado de semilla de cebada, los cuales ayudan a brindar los nutrientes más ricos a la piel, como vitaminas y proteínas. Tiene una textura de aceite líquido ligero que no deja residuos en la piel, sino que deja una sensación fresca e hidratada después de usar. Ofrece una limpieza profunda incluso de un maquillaje resistente al agua.",mixsoon,,Cosmetica e higiene,100 ml,TRUE,Title,Default Title,,,,,,,,3633,100,shopify,2,deny,manual,14.95,,TRUE,TRUE,,,,,8809732914812,https://mixsoon.es/cdn/shop/files/MixsoonBeanCleansingOilMain_1_4f831324-6c12-4726-a279-753a8e963e9a.jpg?v=1759321911&width=1200,1,Aceite Limpiador Bean - mixsoon,FALSE,Aceite Limpiador Bean,"mixsoon Bean Cleansing Oil hidrata la piel mientras elimina eficazmente el maquillaje y las impurezas. Está elaborado con una combinación de ingredientes fermentados de 'tan querido' Bean Essence: lactobacilos, extracto de soja fermentada, filtrado de semilla de cebada, los cuales ayudan a brindar los nutrientes más ri",,,,FALSE,,,3633,3633,TRUE,FALSE,,"Extracto fermentado de soja – Fortalece la función barrera de la piel mientras equilibra la producción de humedad y sebo.
Extractos fermentados de pera, granada y cebada – aportan antioxidantes, actúan como exfoliantes suaves y mejoran la textura de la piel.
Aceite de soja, jojoba y girasol – Proporciona nutrición profunda y deja la piel suave y flexible.
Glicerina y filtrado fermentado – hidratan intensamente, calman la piel y ayudan a mantener el equilibrio de la humedad.
Tocoferol (Vitamina E) – Un potente antioxidante que protege y cuida la piel de manera efectiva.","Aplica 2–3 gotas del producto sobre la piel seca y limpia.
Masajea suavemente con movimientos circulares durante aproximadamente 60 segundos para disolver eficazmente el maquillaje y las impurezas.
Añade un poco de agua para emulsionar el aceite en una consistencia ligera y lechosa. Enjuaga bien con agua tibia.
Finaliza con una limpieza a base de agua para dejar la piel limpia, equilibrada y sedosa.",TRUE,FALSE,FALSE,1.40,,,10.00,FALSE,,g,,6.12,active
